"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","점포구분명"
"3050000","2006305008207500001","2006-04-24","","04","취소/말소/만료/정지/중지","4","직권취소","","","","","0232994700","0","","서울특별시 동대문구 용두동 787호","","","건강백화점 동의보감","2014-10-29 14:57:10","I","2018-08-31 23:59:59.0","전문점","203258.377206168    ","452834.064124525    ","대규모점포"
"3050000","2005305008207500001","2005-04-29","","04","취소/말소/만료/정지/중지","4","직권취소","","","","","0222151000","1461","","서울특별시 동대문구 장안동 368번지 1호","","","바우하우스","2014-10-29 16:24:49","I","2018-08-31 23:59:59.0","대형마트","206325.349431713    ","452184.2101607      ","대규모점포"
"3050000","2023305021007500001","2023-03-14","","01","영업/정상","5","영업개시전","","","","","02-2006-2364","307.23","","서울특별시 동대문구 장안동 310-8 희헌빌딩","서울특별시 동대문구 장한로28가길 45, 희헌빌딩 (장안동)","02523","GS THE FRESH 동대문장안점","2023-03-14 09:57:17","I","2023-03-16 00:41:27.0","구분없음","206341.538776724    ","452530.018811546    ","준대규모점포"
"3060000","2011306009507500006","2001-03-28","","01","영업/정상","1","정상영업","","","","","34232975","4136","131-867","서울특별시 중랑구 신내1동 786번지 동성타워프라자","서울특별시 중랑구 봉화산로 221 (신내동)","131-867","동성타워프라자","2012-11-05 14:23:19","I","2018-08-31 23:59:59.0","복합쇼핑몰","208520.092335397    ","456195.877460936    ","대규모점포"
"3060000","2012306009507500001","1975-09-09","","01","영업/정상","1","정상영업","","","","1975-09-09","02-432-8637","0","131-883","서울특별시 중랑구 중화2동 314번지 1호","서울특별시 중랑구 동일로129길 35 (중화동)","131-883","태능엔터피아 번영회","2012-01-31 13:45:02","I","2018-08-31 23:59:59.0","시장","206771.217305763    ","455221.989517331    ","대규모점포"
"3060000","2013306009507500001","2013-11-28","","01","영업/정상","1","정상영업","","","","","02-2207-9991","21844.34","","","서울특별시 중랑구 망우로 353-0 (상봉동, 프레미어스 엠코)","131-857","이노시티","2024-06-18 15:25:21","U","2024-06-20 02:40:00.0","복합쇼핑몰","207923.745922676    ","455090.718335439    ","대규모점포"
"3060000","2014306009507500001","1971-12-10","","01","영업/정상","1","정상영업","","","","","02-439-0026","1558.54","","","서울특별시 중랑구 면목로74길 45 (면목동)","131-200","동원","2014-03-18 17:25:09","I","2018-08-31 23:59:59.0","시장","207869.605609192    ","454173.313439431    ","대규모점포"
"3060000","2011306009507500001","2011-07-04","","01","영업/정상","1","정상영업","","","","","024918546","466.1","131-122","서울특별시 중랑구 중화2동 314번지 1호","서울특별시 중랑구 동일로129길 35 (중화동)","131-883","홈플러스(주) 익스프레스 태릉점","2024-04-15 15:31:33","U","2024-04-17 02:40:00.0","그 밖의 대규모점포","206771.217305763    ","455221.989517331    ","준대규모점포"
"3060000","2011306009507500002","2011-08-09","","01","영업/정상","1","정상영업","","","","","024938545","361.1","131-812","서울특별시 중랑구 면목3.8동 499번지 4호","서울특별시 중랑구 면목로 357 (면목동)","131-831","홈플러스(주)익스프레스 면목점","2024-04-15 15:27:32","U","2024-04-17 02:40:00.0","그 밖의 대규모점포","207708.364765906    ","453525.741161528    ","준대규모점포"
"3060000","2011306009507500003","2011-08-09","","01","영업/정상","1","정상영업","","","","","024348546","364.6","131-233","서울특별시 중랑구 망우3동 410번지 1호","서울특별시 중랑구 용마산로 494 (망우동)","131-806","홈플러스(주)익스프레스 망우점","2024-04-15 15:27:19","U","2024-04-17 02:40:00.0","그 밖의 대규모점포","208781.999418607    ","454740.62692431     ","준대규모점포"
"3060000","2011306009507500004","2012-01-06","","01","영업/정상","1","정상영업","","","","","02-380-5042","1440.66","131-828","서울특별시 중랑구 면목7동 650번지 카멜리아 쇼핑센타 1층","서울특별시 중랑구 면목로39길 11 (면목동)","131-828","(주)이마트에브리데이 면목동점","2024-08-06 11:26:39","U","2024-08-08 02:40:00.0","그 밖의 대규모점포","207553.170404939    ","453031.11581883     ","준대규모점포"
"3060000","2006306009507500001","2006-08-28","","01","영업/정상","1","정상영업","","","","","0220248124","11101","131-132","서울특별시 중랑구 신내2동 645번지","서울특별시 중랑구 신내로 201 (신내동)","131-872","홈플러스 신내점","2024-03-04 14:56:59","U","2024-03-06 02:40:00.0","대형마트","208208.786684767    ","457054.793655589    ","대규모점포"
"3050000","2025305021007500001","2025-01-20","","01","영업/정상","1","정상영업","","","","","02-2006-2364","216","","서울특별시 동대문구 이문동 257-42 래미안라그란데아파트 F동 101~4호","서울특별시 동대문구 이문로35길 12, F동 101~4호 (이문동, 래미안라그란데아파트)","02404","GS THE FRESH 이문라그란데점","2025-04-17 17:27:34","U","2024-12-03 23:09:00.0","복합쇼핑몰","205249.265435832","455308.651763587",""
"3060000","2023306020207500001","2023-04-04","","01","영업/정상","1","정상영업","","","","","","151.47","","서울특별시 중랑구 망우동 580 중랑숲금호어울림","서울특별시 중랑구 양원역로 18, 103~106호 (망우동, 중랑숲금호어울림)","02063","GS THE FRESH 중랑망우점","2025-04-16 20:03:21","U","2024-12-03 23:08:00.0","그 밖의 대규모점포","209579.542671166","455549.589368255",""
"3060000","2006306009507500002","2006-10-26","","01","영업/정상","1","정상영업","","","","","024372080","8128.82","","서울특별시 중랑구 면목동 168번지 2호","서울특별시 중랑구 사가정로 332 (면목동)","131-822","홈플러스(주)면목점","2024-05-22 09:57:55","U","2024-05-24 02:40:00.0","대형마트","207090.86716546     ","453072.936040777    ","대규모점포"
"3060000","2010306009507500002","2010-07-21","","01","영업/정상","1","정상영업","","","","","02-380-9426","5100.83","131-141","서울특별시 중랑구 묵1동 170번지 1호 외 35필지","서울특별시 중랑구 동일로 932 (묵동)","131-757","주식회사 이마트 묵동점","2024-04-18 13:11:10","U","2024-04-20 02:40:00.0","대형마트","206777.731391054    ","456837.219624564    ","대규모점포"
"3060000","2010306009507500003","2010-12-29","","01","영업/정상","1","정상영업","","","","","0269228100","22618.65","131-221","서울특별시 중랑구 상봉1동 500번지","서울특별시 망우로 353-0 (상봉동, 프레미어스 엠코)","131-857","홈플러스(주) 서울 상봉점","2024-02-29 18:12:48","U","2024-03-02 02:40:00.0","대형마트","207923.745922676    ","455090.718335439    ","대규모점포"
"3060000","2005306007507500001","2001-04-18","","01","영업/정상","1","정상영업","","","","","02-439-1144","9776.28","","서울특별시 중랑구 상봉동 81호","서울특별시 중랑구 망우로 336 (상봉동)","131-858","코스트코홀세일 상봉점","2015-12-03 17:54:05","I","2018-08-31 23:59:59.0","대형마트","207897.260402153    ","454953.363448013    ","대규모점포"
"3060000","2021306017507500001","2021-11-25","","01","영업/정상","1","정상영업","","","","","02-2290-5704","1150.47","","서울특별시 중랑구 신내동 646 금강리빙스텔","서울특별시 중랑구 신내로 211, 금강리빙스텔 비01호 (신내동)","02024","롯데프레시앤델리 봉화산역점","2024-12-19 13:22:50","U","2024-12-21 02:40:00.0","그 밖의 대규모점포","208112.860200669    ","457113.638411288    ","준대규모점포"
"3060000","2024306020207500001","2024-02-08","","01","영업/정상","1","정상영업","","","","","02-434-3043","258.45","","서울특별시 중랑구 신내동 502-5 대명프라자","서울특별시 중랑구 봉화산로56길 153, 대명프라자 (신내동)","02071","GS THE FRESH 신내점","2024-02-13 14:17:38","I","2024-02-15 00:15:55.0","그 밖의 대규모점포","208481.612667873    ","455496.980508789    ","준대규모점포"
"3060000","2012306009507500002","1995-08-23","","03","폐업","3","폐업처리","2012-11-08","","","","024390011","11554.5","","","서울특별시 중랑구 면목로 470 (상봉동)","131-859","한남프라자","2013-06-19 10:20:42","I","2018-08-31 23:59:59.0","시장","207590.031147049    ","454599.632823069    ","대규모점포"
"3060000","2011306009507500005","2011-10-07","","03","폐업","3","폐업처리","2021-03-31","","","","024345602","427.5","131-222","서울특별시 중랑구 상봉2동 129번지 9호","서울특별시 중랑구 망우로32길 23 (상봉동)","131-861","롯데쇼핑(주)롯데슈퍼 상봉점","2021-06-08 20:27:06","U","2021-06-10 02:40:00.0","그 밖의 대규모점포","206740.95977172     ","454517.575326381    ","준대규모점포"
"3060000","2010306009507500001","2000-05-03","","03","폐업","3","폐업처리","2024-05-14","","","","02-490-1052","9961.6","131-230","서울특별시 중랑구 망우동 506번지 1호","서울특별시 중랑구 상봉로 118 (망우동)","131-809","주식회사 이마트 상봉점","2024-05-14 10:35:54","U","2024-05-16 02:40:00.0","대형마트","208183.558935157    ","454911.24852306     ","대규모점포"
"3060000","2010306009507500004","2010-07-21","","04","취소/말소/만료/정지/중지","4","직권취소","","","","","02-380-9426","5100.83","131-141","서울특별시 중랑구 묵1동 170번지 1호 외 35필지","","","신세계 이마트 묵동점","2013-05-31 09:30:58","I","2018-08-31 23:59:59.0","대형마트","206777.731391054    ","456837.219624564    ","대규모점포"
"3070000","2019307021607500001","2019-05-24","","01","영업/정상","1","정상영업","","","","","02-926-6405","0","","서울특별시 성북구 돈암동 609번지 1호 스카이프라자상가","서울특별시 성북구 성북로4길 52 (돈암동, 한신한진아파트)","02831","동소문스카이상가","2019-05-24 17:01:59","I","2019-05-26 02:20:55.0","그 밖의 대규모점포","200841.726990037    ","454721.505180141    ","대규모점포"
"3070000","2019307021607500003","2019-06-13","","01","영업/정상","1","정상영업","","","","","02-912-9110","5022.21","","서울특별시 성북구 길음동 535-8,535-26,540-2,540-7","","","길음시장","2019-06-13 08:58:32","I","2019-06-15 02:21:11.0","그 밖의 대규모점포","","","대규모점포"
"3070000","2019307021607500002","2019-05-29","","01","영업/정상","1","정상영업","","","","","02-912-9110","4612.41","","서울특별시 성북구 길음동 535번지8호, 535번지26호, 540번지2호","","","길음시장","2019-05-29 17:30:00","I","2019-05-31 02:20:59.0","그 밖의 대규모점포","","","대규모점포"
"3070000","2012307018907500013","2012-05-21","","01","영업/정상","1","정상영업","","","","","02-921-8545","215","136-087","서울특별시 성북구 보문동7가 25번지 1호","서울특별시 성북구 보문로 61 (보문동7가)","136-087","홈플러스익스프레스 보문점","2025-01-22 18:10:30","U","2025-01-24 02:40:00.0","그 밖의 대규모점포","201826.002331378    ","453162.376311852    ","준대규모점포"
"3070000","2012307018907500011","2012-05-21","","01","영업/정상","1","정상영업","","","","","02   9155603","685.6","136-140","서울특별시 성북구 장위동 316번지 3호","서울특별시 성북구 월계로40길 7 (장위동)","136-140","롯데슈퍼 장위점","2025-05-13 15:58:28","U","2024-12-04 23:05:00.0","구분없음","204208.631200867","457844.348010616",""
"3070000","2012307018907500012","2012-05-21","","01","영업/정상","1","정상영업","","","","","02  914 5601","257","136-854","서울특별시 성북구 정릉3동 1034번지","서울특별시 성북구 정릉로 307 (정릉동)","136-100","롯데슈퍼 정릉점","2025-05-13 15:57:56","U","2024-12-04 23:05:00.0","구분없음","201548.495615664","455659.81785175",""
"3070000","2012307018907500014","2012-05-21","","01","영업/정상","1","정상영업","","","","","02 9428545","189","136-732","서울특별시 성북구 길음동 1285번지 두산아파트상가","서울특별시 성북구 길음로13길 22 (길음동)","136-732","홈플러스익스프레스 길음점","2025-01-22 18:10:14","U","2025-01-24 02:40:00.0","그 밖의 대규모점포","201592.991324089    ","456382.966061703    ","준대규모점포"
"3070000","2014307021607500002","2012-02-24","","01","영업/정상","1","정상영업","","","","","02-6936-1251","10745","136-735","서울특별시 성북구 하월곡동 230번지 동일하이빌뉴시티아파트","서울특별시 성북구 종암로 167 (하월곡동, 동일하이빌뉴시티아파트)","136-735","이마트 하월곡점","2025-05-26 14:52:53","U","2024-12-04 22:08:00.0","대형마트","202667.468802014","455858.920803881",""
"3070000","2012307019707500002","2012-10-16","","01","영업/정상","1","정상영업","","","","","02-926-6405","14370","136-751","서울특별시 성북구 돈암동 609번지 1호","서울특별시 성북구 성북로4길 52 (돈암동)","136-751","동소문스카이상가","2025-01-22 18:09:57","U","2025-01-24 02:40:00.0","복합쇼핑몰","200841.726990037    ","454721.505180141    ","대규모점포"
"3070000","2014307021607500001","2008-05-29","","01","영업/정상","1","정상영업","","","","","02-944-1052","10006","136-800","서울특별시 성북구 길음동 25번지 2호","서울특별시 성북구 도봉로 17 (길음동)","136-800","이마트 미아점","2024-04-29 13:49:19","U","2024-05-01 02:40:00.0","대형마트","202555.30089577     ","456503.066230481    ","대규모점포"
"3070000","2000307009907500001","1961-12-04","","01","영업/정상","1","정상영업","","","","","","","","서울특별시 성북구 보문동4가 1번지 1   호   ","","","보문시장","2007-07-07 10:47:37","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","",""
"3070000","2000307009907500004","1999-02-25","","01","영업/정상","1","정상영업","","","","","02 9135724","","","서울특별시 성북구 하월곡동 88번지 345호   ","","","미아시장","2007-07-07 10:47:37","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","",""
"3070000","2000307009907500007","1999-01-21","","01","영업/정상","1","정상영업","","","","","02 9675571","","","서울특별시 성북구 석관동 270호   ","","","석관시장","2007-07-07 10:47:37","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","",""
"3070000","2017307021607500001","2017-04-26","","01","영업/정상","1","정상영업","","","","","02-2006-3215","301.45","","","서울특별시 성북구 보문사길 111 (보문동6가, 보문파크뷰자이)","02874","GS더프레시 성북보문점","2025-05-13 15:52:44","U","2024-12-04 23:05:00.0","구분없음","201562.571790335","453092.434673285",""
"3070000","2000307009907500009","1971-05-22","","01","영업/정상","1","정상영업","","","","","02 9620580","","","서울특별시 성북구 석관동 338번지 18호   ","","","새석관시장","2007-07-07 10:47:37","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","204582.680269555    ","456210.836257791    ",""
"3070000","2000307009907500011","1972-09-30","","01","영업/정상","1","정상영업","","","","","02 9157301","","","서울특별시 성북구 장위동 301호   ","","","번동시장","2007-07-07 10:47:37","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","204162.777672643    ","457664.961911112    ",""
"3070000","2000307009907500013","1988-08-11","","01","영업/정상","1","정상영업","","","","","02 9127001","","","서울특별시 성북구 길음동 540번지 2   호   ","","","길음시장","2016-06-17 11:44:50","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","",""
"3070000","2000307009907500015","1995-11-16","","01","영업/정상","1","정상영업","","","","","02 9266405","","","서울특별시 성북구 돈암동 609번지 1  호   ","","","동소문스카이프라자","2007-07-07 10:47:37","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","",""
"3070000","2001307013407500001","2001-08-11","","01","영업/정상","1","정상영업","","","","","02  21173014","36583","","서울특별시 성북구 길음동 20번지 1호","서울특별시 성북구 동소문로 315 (길음동, 현대백화점미아점)","136-719","현대백화점 미아점","2024-04-08 17:44:03","U","2024-04-10 02:40:00.0","백화점","202466.801084521    ","456227.571720914    ","대규모점포"
"3070000","2003307009907500001","2003-02-10","","01","영업/정상","1","정상영업","","","","2003-02-10","02 9436563","2973.4","136-802","서울특별시 성북구 길음동 535번지 8호","서울특별시 성북구 동소문로 227 (길음동)","136-802","길음시장","2017-04-20 18:08:30","I","2018-08-31 23:59:59.0","시장","201852.588541848    ","455598.947533777    ","대규모점포"
"3070000","2004307009907500001","2008-05-29","","01","영업/정상","1","정상영업","","","","","000203805234","10006","","서울특별시 성북구 길음동 25번지 2호","","","신세계이마트미아점","2008-06-01 10:57:11","I","2018-08-31 23:59:59.0","대형마트","202555.30089577     ","456503.066230481    ",""
"3070000","2004307018907500001","2004-09-22","","01","영업/정상","1","정상영업","","","","","02-944-1234","18964","136-111","서울특별시 성북구 길음동 25번지 2호","서울특별시 성북구  도봉로  17 (길음동)","136-111","이마트 미아점","2014-02-24 13:48:56","I","2018-08-31 23:59:59.0","대형마트","202555.30089577     ","456503.066230481    ","대규모점포"
"3070000","2008307013407500001","2008-06-20","","01","영업/정상","1","정상영업","","","","","915-4230","3583","136-143","서울특별시 성북구 장위동 60번지 1호","","","삼익아파트상가","2008-06-20 19:07:12","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","205020.608686581    ","456783.766604012    ",""
"3070000","2008307013407500002","2008-10-27","","01","영업/정상","1","정상영업","","","","","000209413506","4382.65","","서울특별시 성북구 종암동 132번지","서울특별시 성북구 종암로 132 (종암동, 종암우림카이저팰리스)","02797","종암우림카이저팰리스주상복합","2016-03-10 13:18:37","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","202887.735294472    ","455516.204264925    ","대규모점포"
"3070000","2010307013407500001","2010-04-28","","01","영업/정상","1","정상영업","","","","","9203485","10006","","서울특별시 성북구 길음동 25번지 2호 신세계 이마트 미아점","서울특별시 성북구 도봉로 17, 신세계 이마트 미아점 (길음동)","02729","이마트 미아점","2020-04-22 10:13:56","U","2020-04-24 02:40:00.0","대형마트","202555.30089577     ","456503.066230481    ","대규모점포"
"3070000","2010307013407500003","2010-06-30","","01","영업/정상","1","정상영업","","","","","02-944-1051","19201","136-735","서울특별시 성북구 길음2동 230번지 동일하이빌뉴시티아파트","서울특별시 성북구 종암로 167,  동 (하월곡동)","136-130","이마트 하월곡점","2014-02-24 13:42:32","I","2018-08-31 23:59:59.0","대형마트","202667.468802014    ","455858.920803881    ","대규모점포"
"3070000","2010307013407500002","2010-05-19","","01","영업/정상","1","정상영업","","","","","02-3669-8000","17817","","서울특별시 성북구 하월곡동 46-73 코업스타클래스","서울특별시 성북구 화랑로 76, 코업스타클래스 (하월곡동)","02751","홈플러스 월곡점","2025-05-08 19:21:06","U","2024-12-04 23:00:00.0","대형마트","203502.004139568","455500.568972657",""
"3070000","2022307028607500002","2022-04-18","","01","영업/정상","1","정상영업","","","","","02-2006-2678","186.6","","서울특별시 성북구 길음동 508-16","서울특별시 성북구 숭인로8길 80, 롯데캐슬클라시아 상가 101~104호 (길음동)","02730","GS더프레시 성북클라시아점","2025-05-13 15:51:54","U","2024-12-04 23:05:00.0","구분없음","202226.378526398","456194.352420546",""
"3070000","2012307018907500001","2012-04-12","","01","영업/정상","1","정상영업","","","","","02  60531252","202","136-720","서울특별시 성북구 길음1동 1284번지 삼성래미안3차아파트","서울특별시 성북구 길음로 33 (길음동, 길음뉴타운8단지아파트)","136-731","GS더프레시 길음뉴타운점","2025-05-13 15:48:10","U","2024-12-04 23:05:00.0","구분없음","201514.970976778","456137.102062808",""
"3070000","2012307018907500002","2012-04-12","","01","영업/정상","1","정상영업","","","","","02   9412227","198","136-111","서울특별시 성북구 길음1동 1280번지 6호","서울특별시 성북구 길음로 103 (길음동)","136-110","GS수퍼마켓 길음점","2016-02-12 15:36:40","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","201517.385329678    ","456504.561867278    ","준대규모점포"
"3070000","2012307018907500003","2012-04-20","","01","영업/정상","1","정상영업","","","","","918-5651","80.49","136-131","서울특별시 성북구 월곡1동 62번지 1호","","","롯데슈퍼하월곡점","2012-05-14 10:14:29","I","2018-08-31 23:59:59.0","","203353.798850162    ","455765.417145198    ","준대규모점포"
"3070000","2012307018907500006","2012-04-25","","01","영업/정상","1","정상영업","","","","","02 9259523","17056","136-051","서울특별시 성북구 동선동1가 1번지 2호","서울특별시 성북구 동소문로 106 (동선동1가)","136-051","유타쇼핑몰","2019-03-21 09:24:52","U","2019-03-23 02:40:00.0","쇼핑센터","201447.418693099    ","454477.103343093    ","대규모점포"
"3070000","2023307029907500001","2023-04-18","","01","영업/정상","1","정상영업","","","","","02-380-5042","828.69","","서울특별시 성북구 길음동 1286-10 길음뉴타운9단지래미안 상가","서울특별시 성북구 길음로7길 6, 길음뉴타운9단지래미안 상가 지하1층 B04~B08호 (길음동)","02721","이마트에브리데이 길음점","2025-01-22 18:07:54","U","2025-01-24 02:40:00.0","그 밖의 대규모점포","201912.435615622    ","455775.861032353    ","준대규모점포"
"3070000","2012307018907500007","2012-05-14","","01","영업/정상","1","정상영업","","","","","0236758549","149.49","","서울특별시 성북구 삼선동1가 21","서울특별시 성북구 삼선교로 6 (삼선동1가)","02866","홈플러스익스프레스 삼선점","2025-01-22 18:12:37","U","2025-01-24 02:40:00.0","그 밖의 대규모점포","200509.660547343    ","453950.640893998    ","준대규모점포"
"3070000","1998000000007500002","1998-05-22","","02","휴업","2","휴업처리","","","","","02 9434044","","","서울특별시 성북구 장위동 68번지 1014호   ","","","코코마트","2007-07-07 10:47:37","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","204367.347787613    ","456732.945005445    ",""
"3070000","2000307009907500014","1994-04-29","","02","휴업","2","휴업처리","","","","","02 9434044","","","서울특별시 성북구 장위동 68번지 1014호   ","","","코코마트","2007-07-07 10:47:37","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","204367.347787613    ","456732.945005445    ",""
"3070000","2000307009907500016","1988-05-14","","02","휴업","2","휴업처리","","","","","02 9620580","10006","","서울특별시 성북구 길음동 25번지 2호   ","","","신세계백화점 미아점","2007-07-07 10:47:37","I","2018-08-31 23:59:59.0","백화점","202555.30089577     ","456503.066230481    ",""
"3070000","2003307009907500002","2003-02-10","","02","휴업","2","휴업처리","","","","","02 9436563","6058.38","","서울특별시 성북구 길음동 540번지 2호   ","","","길음시장","2007-07-07 10:47:37","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","201876.521665604    ","455664.635302013    ",""
"3070000","2012307018907500009","2017-04-27","","03","폐업","3","폐업처리","2024-04-08","","","","02 9185651","80.49","136-111","서울특별시 성북구 길음1동 1285번지 7호","서울특별시 성북구 오패산로4길 17 (하월곡동)","136-130","롯데마켓999 하월곡점","2024-04-17 13:37:54","U","2024-04-19 02:40:00.0","구분없음","201621.331749529    ","456272.261670237    ","준대규모점포"
"3070000","2012307018907500010","2012-05-21","","03","폐업","3","폐업처리","2022-02-23","","","","02-941-5610","292.56","136-110","서울특별시 성북구 길음동 1274번지 67호","서울특별시 성북구 길음로13길 22 (길음동, 길음뉴타운7단지두산위브아파트)","136-732","롯데마이슈퍼 길음점","2022-02-23 16:54:36","U","2022-02-26 02:40:00.0","구분없음","201592.991324089    ","456382.966061703    ","준대규모점포"
"3070000","1968307009907500001","1968-08-14","","03","폐업","3","폐업처리","2008-04-22","","","","02 9151254","3583.4","","서울특별시 성북구 장위동 60번지 1호","","","장석시장","2008-10-07 11:10:31","I","2018-08-31 23:59:59.0","시장","205020.608686581    ","456783.766604012    ",""
"3070000","2000307009907500002","1961-12-24","","03","폐업","3","폐업처리","2008-10-06","","","","02-941-3506","3701.61","","서울특별시 성북구 종암동 3번지 75  호","","","종암시장","2008-10-07 10:21:30","I","2018-08-31 23:59:59.0","시장","","",""
"3070000","2000307009907500003","1999-12-07","","03","폐업","3","폐업처리","2008-01-07","","","","9266122","1845","","서울특별시 성북구 삼선동5가 55번지 1  호","","","돈암시장","2008-10-07 11:00:47","I","2018-08-31 23:59:59.0","시장","","",""
"3070000","2000307009907500006","1969-02-19","","03","폐업","3","폐업처리","2008-02-22","","","","02 9132982","2597","","서울특별시 성북구 하월곡동 16번지 1 호","","","월곡시장","2008-10-07 11:05:21","I","2018-08-31 23:59:59.0","시장","","",""
"3070000","2000307009907500008","1970-02-27","","03","폐업","3","폐업처리","2007-03-30","","","","02 9144851","1426.32","","서울특별시 성북구 정릉동 405번지 1  호","","","정릉시장","2008-10-07 10:55:58","I","2018-08-31 23:59:59.0","시장","200741.814526594    ","456247.253686235    ",""
"3070000","2000307009907500010","1972-07-04","","03","폐업","3","폐업처리","2018-07-12","","","","02 9158881","0","","서울특별시 성북구 장위동 238번지 496 호","","","장위시장","2018-08-30 13:50:46","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","204411.779055457    ","456753.488817165    ",""
"3070000","2000307009907500012","1974-05-10","","03","폐업","3","폐업처리","2007-02-13","","","","02 7646480","1497","","서울특별시 성북구 삼선동1가 29호","","","삼선시장","2008-10-07 10:47:44","I","2018-08-31 23:59:59.0","시장","200571.15381745     ","454098.610861527    ",""
"3070000","2003307009907532101","2003-12-24","","03","폐업","3","폐업처리","2008-07-29","","","","02 943 4044","2986","","서울특별시 성북구 장위동 68번지 1014호","","","코코마트","2008-10-07 10:26:51","I","2018-08-31 23:59:59.0","시장","204367.347787613    ","456732.945005445    ",""
"3070000","2012307018907500008","2017-04-27","","03","폐업","3","폐업처리","2022-02-23","","","","02   9235601","739","136-035","서울특별시 성북구 동소문동5가 75번지","서울특별시 성북구 동소문로 98 (동소문동5가)","136-035","롯데마이슈퍼 동소문점","2022-02-23 16:55:24","U","2022-02-26 02:40:00.0","구분없음","201358.893989884    ","454439.085102224    ","준대규모점포"
"3070000","2023307029907500003","2023-06-08","","03","폐업","3","폐업처리","2024-04-08","","","","02-918-5651","80.49","","서울특별시 성북구 하월곡동 62-1","서울특별시 성북구 오패산로4길 17 (하월곡동)","02751","롯데마켓 999 하월곡점","2025-01-22 17:55:54","U","2025-01-24 02:40:00.0","구분없음","203353.798850162    ","455765.417145198    ","준대규모점포"
"3070000","2023307029907500002","2023-04-18","","01","영업/정상","5","영업개시전","","","","","02-380-5042","828.69","","서울특별시 성북구 길음동 1286-10 길음뉴타운9단지래미안 상가","서울특별시 성북구 길음로7길 6, 길음뉴타운9단지래미안 상가 지하1층 B04~B08호 (길음동)","02721","이마트에브리데이 길음점","2023-04-20 09:38:33","I","2023-04-23 00:20:19.0","구분없음","201912.435615622    ","455775.861032353    ","준대규모점포"
"3080000","1966308016907500009","1966-12-19","","01","영업/정상","1","정상영업","","","","","02-989-4730","5301.07","","서울특별시 강북구 수유동 54번지 5호 수유시장","서울특별시 강북구 도봉로67길 18, 수유시장 (수유동)","01117","수유시장","2019-03-11 19:23:47","I","2019-03-13 02:21:48.0","그 밖의 대규모점포","201956.180985499    ","458714.365820521    ","대규모점포"
"3080000","1971308016907500002","1971-11-18","","01","영업/정상","1","정상영업","","","","","02-902-1353","3634.6","","서울특별시 강북구 수유동 32번지 2호 수유중앙시장","서울특별시 강북구 노해로17길 21, 수유중앙시장 (수유동)","01076","수유중앙시장","2019-03-11 18:50:37","I","2019-03-13 02:21:48.0","그 밖의 대규모점포","201812.904685238    ","459775.992830125    ","대규모점포"
"3080000","1975308016907500002","1975-02-11","","01","영업/정상","1","정상영업","","","","","02-980-0740","5023.11","","서울특별시 강북구 미아동 701번지 3호 동북프라자","서울특별시 강북구 솔샘로 233, 동북프라자 (미아동)","01189","동북프라자","2020-10-28 14:41:07","U","2020-10-30 02:40:00.0","그 밖의 대규모점포","201589.777957863    ","457545.100871485    ","대규모점포"
"3080000","2012308013907500002","2012-03-22","","01","영업/정상","1","정상영업","","","","","980-5670","788.08","","","서울특별시 강북구 도봉로33길 18 (미아동)","142-815","(주)농협유통 미아점","2014-10-08 17:32:06","I","2018-08-31 23:59:59.0","대형마트","202266.448738483    ","457691.802407444    ","준대규모점포"
"3080000","2012308013907500003","2012-03-22","","01","영업/정상","1","정상영업","","","","","02-980-8547","245.37","","","서울특별시 강북구 도봉로 172 (미아동)","142-808","홈플러스(주)익스프레스미아점","2024-03-25 18:03:11","U","2024-03-27 02:40:00.0","구분없음","202344.117949112    ","457986.172253906    ","준대규모점포"
"3080000","1971308013907500001","1971-07-19","","01","영업/정상","1","정상영업","","","","","02-901-1683","2651","142-061","서울특별시 강북구 번1동 413번지 3호","서울특별시 강북구 한천로123길 26 (번동)","142-061","북부시장","2014-09-18 11:39:24","I","2018-08-31 23:59:59.0","시장","202608.934103734    ","459320.030764534    ","대규모점포"
"3240000","2005324011907500009","2005-07-20","","02","휴업","2","휴업처리","","","","","02  485 9001","3223.68","","서울특별시 강동구 천호동 563호   ","","","동아코아","2007-06-30 10:04:31","I","2018-08-31 23:59:59.0","쇼핑센터","211055.486155787    ","448786.697371515    ",""
